title,summary,link,tags,main_tag,sub_tag
جدل سخت ظریف ترامپ,ظریف ایران ماه آینده ونتیلاتور دستگاه تنفس صادر ونتیلاتور موضوع جدل روز گذشته مقام ایران آمریکا دونالد ترامپ لابه لا حرف تکرار همیشگی ایران برجا پای بحث کشید#کش,https://www.hamshahrionline.ir/news/502925/جدل-سخت-ظریف-و-ترامپ,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
نتیجه درخواست وام صندوق المللی پول,رئیس بانک مرکزی درمورد درخواست وام کشور صندوق المللی پول خانم جورجیووا سیاست گذاشته وظایف حرفه‌ای انجام تاریخ درمورد اعمال قضاوت داور آسان بود#باش,https://www.hamshahrionline.ir/news/502926/نتیجه-درخواست-وام-از-صندوق-بین-المللی-پول-چه-شد,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
آمریکا ایران حمله نظام کرد#کن هدف حمله موشک ایران پایگاه آمریکایی,امیر پوردستان اشاره ترس آمریکا حمله ایران آمریکایی بصورت ناجوانمردانه فرمانده ارشد نظام ترور سپهبد حاج قاسم سلیمان عراق شهادت رساند#رسان طبیعی مردم مطالبه اقدام مقابله,https://www.hamshahrionline.ir/news/502918/چرا-آمریکا-به-ایران-حمله-نظامی-نمی-کند-هدف-حمله-موشکی-ایران,['ایران > سیاست داخلی'],ایران,سیاست داخلی
رودررو خلیج فارس جزئیات مواجهه سپاه آمریکایی,مواجهه شناور سپاه پاسدار ناو آمریکایی رویداد نظام سال رویداد خلیج فارس کانون توجهات اطلاعیه سپاه پاسدار زوایا رویارو مطرح سپاه اطلاعیه ادعا آمریکایی پاسخ روایت واقعه سناریوی هالیوود دانست#دان,https://www.hamshahrionline.ir/news/502934/رودررو-در-خلیج-فارس-جزئیات-۳-مواجهه-سپاه-با-آمریکایی-ها,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
ترامپ بایدن رئیس جمهور ایران چین آمریکا مال ایران منتظر دولت بعد,رئیس جمهور آمریکا جو بایدن پیروز انتخابات ایران چین کشور آمریکا مال خود,https://www.hamshahrionline.ir/news/502943/ترامپ-بایدن-رئیس-جمهور-شود-ایران-و-چین-آمریکا-را-مال-خودش-می-کند,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
عفو بزرگ,قوه قضائیه شیوع بیمار کرونا اقدام پیشگیرانه صد هزار زندان مرخص فرستاد#فرست عفو عیدانه قریب هزار زندان مشمول عفو قرار زندان سیاسی امنیت محکومیت سال حبس پرونده عفو عیدانه,https://www.hamshahrionline.ir/news/502923/آیا-عفو-بزرگی-در-راه-است,['ایران > قوای سه\u200cگانه'],ایران,قوای سه\u200cگانه
عکس العمل حاج قاسم ازدواج مجدد همسر شهید,خواند#خوان روایت سارا عجم همسر شهید محمود نریمان خاطره مهمان حاج قاسم سلیمان خانه,https://www.hamshahrionline.ir/news/502910/عکس-العمل-حاج-قاسم-از-ازدواج-مجدد-همسر-شهید,['ایران > سیاست داخلی'],ایران,سیاست داخلی
تصاویر مرکز محرمانه امنیت آسمان ایران اینجاست,سامانه رادار راهبردی مراقب خلیج فارس فروردین رونما رادار برد بلند راهبردی خلیج فارس برد کیلومتر رادار آرایه فاز بعد فناوری نوین قادر کلیه اهداف متعارف رادارگریز موشک بالستیک کشف,https://www.hamshahrionline.ir/photo/502915/تصاویر-مرکز-محرمانه-امنیت-آسمان-ایران-اینجاست,['ایران > سیاست داخلی'],ایران,سیاست داخلی
هشدار شبانه سپاه ناو آمریکا خلیج فارس پاسخ زبان فارس,فیلم کوتاه هشدار شبانه نیرو دریا سپاه ناو آمریکا خلیج فارس منتشر آمریکایی پاسخ نیرو سپاه زبان فارس,https://www.hamshahrionline.ir/news/502920/هشدار-شبانه-سپاه-به-ناوهای-آمریکا-در-خلیج-فارس-و-پاسخ-آنها-به,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
تصمیم مهاجرت ترامپ حمله دشمن نامرئی,رئیس جمهوری آمریکا دستور اجرایی امضا مهاجرت ایالات متحده موقت بحبوحه شیوع کروناویروس تعلیق,https://www.hamshahrionline.ir/news/503376/تصمیم-مهاجرتی-ترامپ-پس-از-حمله-یک-دشمن-نامرئی,['ایران > سیاست داخلی'],ایران,سیاست داخلی
تشویقی‌های مادام العمر وزارت نفت ماجرا چیست,بهمن سال گذشته معاونت توسعه مدیریت سرمایه انسان استناد مفاد مجموعه مقررات اداری استخدام وزارت نفت قوانین موجود حوزه پرداخت پایه تشویق نفر مدیر مدیر شرکت ملی نفت ایران تسهیل موضوع ت یید وزیر نفت رسید#رس,https://www.hamshahrionline.ir/news/503358/تشویقی-های-مادام-العمر-در-وزارت-نفت-ماجرا-چیست,['ایران > قوای سه\u200cگانه'],ایران,قوای سه\u200cگانه
واکنش امام جمعه خاطر توزیع اسکناس استعفا انتشار فیلم حرام,انتشار فیلم جنجال امام جمعه نهایت کار استعفا کشاند#کشان,https://www.hamshahrionline.ir/news/503267/اولین-واکنش-امام-جمعه-ای-که-به-خاطر-توزیع-اسکناس-استعفا-کرد,['ایران > سیاست داخلی'],ایران,سیاست داخلی
تصمیم دولت حرم اماکن مقدسه مصوبه قبل تمدید,رئیس دفتر رییس جمهور تصمیم ستاد ملی مقابله بیمار کرونا حرم اماکن مقدسه تاکید جلسه روز یکشنبه ستاد ملی مقابله کرونا تصمیم قبل ستاد ارتباط حرم مطهر اماکن مقدسه اردیبهشت تمدید,https://www.hamshahrionline.ir/news/503268/آخرین-تصمیم-دولت-درباره-حرم-ها-و-اماکن-مقدسه-مصوبه-قبلی-تمدید,['ایران > قوای سه\u200cگانه'],ایران,قوای سه\u200cگانه
تصویر کمتر دیده مقام معظم رهبر سر مزار سعدی,صفحه اینستاگرامی نوجوان تصویر رهبر معظم انقلاب سر مزار سعدی شیراز منتشر,https://www.hamshahrionline.ir/news/503257/تصویری-کمتر-دیده-شده-از-مقام-معظم-رهبری-بر-سر-مزار-سعدی,['ایران > رهبری'],ایران,رهبری
ظریف بشار اسد دیدار تصاویر دیدار,وزیر امور خارجه ظهر روز دوشنبه رئیس جمهور وزیر امورخارجه سوریه دیدار,https://www.hamshahrionline.ir/news/503253/ظریف-با-بشار-اسد-دیدار-کرد-تصاویر-متفاوت-از-دو-دیدار-مهم,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
روایت تازه روز ورود کرونا درصد مردم مناقشه خانواده تایید,وزیر کشور تاکید کرونا ویروس بیمار ناشناخته حس شرایط عادی برگشته‌ایم لزوم تقویت آموزش اطلاع رساند#رسان حوزه تاکید,https://www.hamshahrionline.ir/news/503145/روایت-تازه-از-روزهای-نخست-ورود-کرونا-چند-درصد-مردم-مناقشه-در,['ایران > قوای سه\u200cگانه'],ایران,قوای سه\u200cگانه
جزئیات دستمزد کارگر سال سرنوشت حق مسکن بن خواربار تخصیص نرخ پایه سنوات,نماینده کارگر مذاکرات مزدی تاکید اهمیت افزایش پایه حقوق جزئیات میزان دریافتی کارگر شاغل سطوح مختلف مزدی سال سوال اینجاست کارگر قرار چقدر فروردین ماه دستمزد گرفت#گیر صحبت دولت حق مسکن هزار تومان واقعیت,https://www.hamshahrionline.ir/news/503146/جزئیات-دستمزد-کارگران-در-سال-۹۹-سرنوشت-حق-مسکن-و-بن-خواربار,['ایران > سیاست داخلی'],ایران,سیاست داخلی
اظهارات منتخب احمدی نژاد مجلس صندلی لاریجان خواست#خواه تصمیم خواست#خواه مجلس مدیریت,منتخب مجلس یازدهم قصد مدیریت مجلس نشان داد#ده بعدا مردم توانست#توان آن مطالبه,https://www.hamshahrionline.ir/news/503142/اظهارات-منتخب-احمدی-نژادی-مجلس-که-صندلی-لاریجانی-را-می-خواهد,['ایران > سیاست داخلی'],ایران,سیاست داخلی
بنیاد مستضعف شستا بورس پوسته دین ماند#مان رفتار رنگ بو تبلیغات انتخاباتی,نماینده مجلس بنیاد مستضعف شستا بورس سرمایه رفع مشکلات دولت دست آمد#آ,https://www.hamshahrionline.ir/news/503135/بنیاد-مستضعفان-مانند-شستا-وارد-بورس-شود-یک-پوسته-از-دین-بیشتر,['ایران > قوای سه\u200cگانه'],ایران,قوای سه\u200cگانه
عکس روز باشکوه مهرداد اولاد آزاد,فروردین سالروز درگذشت مهرداد اولاد مهاجم سابق پرسپولیس بازیکن هوادار پرسپولیس یادآور پیروزی شیرین تیم,https://www.hamshahrionline.ir/news/502688/عکس-روز-باشکوه-مهرداد-اولادی-در-آزادی,['ورزش > فوتبال'],ورزش,فوتبال
قیمت نفت منفی,اتفاق سابقه قیمت نفت پایه وست تگزاس تحویل معاملات آتی منفی,https://www.hamshahrionline.ir/news/503344/چرا-قیمت-نفت-منفی-شد,['اقتصاد > انرژی'],اقتصاد,انرژی
تست روان شناخت#شناس کجا دانست#دان خاطر کرونا مضطرب شد#شو,روز دلیل شیوع ویروس کرونا میزان اضطراب معمولی بالا رفت#رو چطور توانست#توان میزان اضطراب بسنجیم راهکار آرام نگران اضطراب آشنا شد#شو,https://www.hamshahrionline.ir/news/503153/تست-روان-شناسی-از-کجا-بدانیم-به-خاطر-کرونا-مضطرب-شده-ایم,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
تکلیف امتحانات دروس عملی هنرستانی‌ها اجازه بازگشایی داد#ده,مدیرکل دفتر آموزش فن حرفه‌ای کاردانش وزارت آموزش پرورش آموزش برگزاری امتحانات هنرستانی‌ها تعطیلات کرونا حضور کارگاه عملی محروم توضیحات ارائه,https://www.hamshahrionline.ir/news/503363/تکلیف-امتحانات-و-دروس-عملی-هنرستانی-ها-چه-می-شود-اجازه-بازگشایی,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
واکنش رئیس جوجه کشید#کش ناپدید دلار دولت توجیهات مسئول جوجه کشید#کش بد,رئیس قوه قضائیه گزارش دیوان محاسبات تفریغ بودجه وضعیت دلار پرداختی شفاف اعلام فساد مردم اطمینان مردم گزارش مبارزه فساد بازگشت بیت المال,https://www.hamshahrionline.ir/news/503100/واکنش-رئیسی-به-جوجه-کشی-و-ناپدید-شدن-دلارهای-دولتی-توجیهات,['ایران > قوای سه\u200cگانه'],ایران,قوای سه\u200cگانه
واکنش سخنگو وزارت خارجه تنش آفرین نظام آمریکایی خلیج فارس نیرو هشدار,سخنگو وزارت امور خارجه رسانه هفتگی طریق فضا مجاز انجام مواضع جمهوری اسلام ایران موضوعات مختلف پرداخت سوال خبرنگار پیرامون مسائل سیاست خارج ایران پاسخ,https://www.hamshahrionline.ir/news/503073/واکنش-سخنگوی-وزارت-خارجه-به-تنش-آفرینی-جدید-نظامیان-آمریکایی,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
تحرکات کشور فرامنطقه‌ای رصد کنترل شبکه یکپارچه پدافند هوا,جانشین قرارگاه پدافند هوا کشور کلیه تحرکات کشور فرامنطقه‌ای بویژه کشور همسایه غرب کشور رصد کنترل شبکه یکپارچه پدافند هوا,https://www.hamshahrionline.ir/news/503049/تحرکات-کشورهای-فرامنطقه-ای-تحت-رصد-و-کنترل-شبکه-یکپارچه-پدافند,['ایران > سیاست داخلی'],ایران,سیاست داخلی
توضیحات فرماندار تهران ممنوعیت جلسات مذهب ماه رمضان,فرماندار تهران تقاضا مردم همکار مسئول رعایت پروتکل بهداشت شهروندانی موارد بهداشت رعایت قدردان,https://www.hamshahrionline.ir/news/503040/توضیحات-فرماندار-تهران-درباره-ممنوعیت-جلسات-مذهبی-در-ماه-رمضان,['ایران > سیاست داخلی'],ایران,سیاست داخلی
رئیس مجلس زمان صندلی مجلس دوپینگ سیاسی اصولگرا,ریاست مجلس ریاست قوه تراز رؤسا جمهوری قضائیه اذهان روز کشمکش نشستن صندلی درگرفته,https://www.hamshahrionline.ir/news/502932/رئیس-مجلس-بودن-چرا-و-از-چه-زمانی-مهم-شد-صندلی-مجلس-دوپینگ,['ایران > سیاست داخلی'],ایران,سیاست داخلی
استاندار قم فیلم منتشر پیگیری,هرچند رئیس دانشگاه علوم پزشک قم افزایش مبتلا کرونا استان دلیل شکستن قرنطینه توجه نکات بهداشت خبر مدیر روابط عموم استاندار قم مشاغل شکل نسبی فعال پاساژها فردا ساعت عصر کار این مصوبه توانست#توان برخلاف مصوبات عمل,https://www.hamshahrionline.ir/news/502949/استانداری-قم-فیلم-منتشر-شده-را-پیگیری-می-کنیم,['ایران > سیاست داخلی'],ایران,سیاست داخلی
هشدار شبانه نیرو دریا سپاه ناو آمریکا خلیج فارس پاسخ زبان فارس,فیلم کوتاه هشدار شبانه نیرو دریا سپاه ناو آمریکا خلیج فارس منتشر آمریکایی پاسخ نیرو سپاه زبان فارس,https://www.hamshahrionline.ir/news/502920/هشدار-شبانه-نیروی-دریایی-سپاه-به-ناوهای-آمریکا-در-خلیج-فارس-و,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
شناسایی علائم پوست کرونا,متخصص علوم پزشک بررسی کروناویروس احتمال علائم نشانه بیمار پوست هشدار,https://www.hamshahrionline.ir/news/502985/شناسایی-یکی-دیگر-از-علائم-پوستی-کرونا,['دانش > پزشکی'],دانش,پزشکی
جدید آمار مبتلا فوتی‌های کرونا ایران فوتی‌ها وضعیت بیمار وخیم,سخنگو وزارت بهداشت هزار نفر کشور کرونا مبتلا جان دست داد#ده,https://www.hamshahrionline.ir/news/503189/جدیدترین-آمار-مبتلایان-و-فوتی-های-کرونا-در-ایران-فوتی-ها-زیاد,['زندگی > سلامت'],زندگی,سلامت
پاساژها بازار مسقف ساعت فعالیت,معاون نظارت اماکن عموم پلیس امنیت عموم تهران تاکید اطلاع ثانوی ساعات فعالیت واحد صنف واقع پاساژها بازار مسقف ساعت,https://www.hamshahrionline.ir/news/503336/پاساژها-و-بازارهای-مسقف-تا-ساعت-چند-می-توانند-فعالیت-کنند,['زندگی > خانواده'],زندگی,خانواده
راهنما خرید ایمن خواروبار زمانه کرونا,شیوع کرونا دوران قرنطینه خانگی گذراند#گذران خرید خواروبار خانه رفت#رو,https://www.hamshahrionline.ir/news/503333/راهنمای-خرید-ایمن-خواروبار-در-زمانه-کرونا,['زندگی > سلامت'],زندگی,سلامت
هشدار وزارت بهداشت افزایش ابتلا کرونا استان شمال کشور,معاون وزیر بهداشت اشاره سفر استان سفر مردم استان مازندران توجه افزایش آمار ابتلا کرونا ایران استان هشدار,https://www.hamshahrionline.ir/news/503288/هشدار-وزارت-بهداشت-درباره-افزایش-ابتلا-به-کرونا-در-استان-شمالی,['زندگی > سلامت'],زندگی,سلامت
اعلام نرخ ثبت ازدواج طلاق مقایسه نرخ سال,نایب رئیس کانون سردفتران ازدواج طلاق نرخ ثبت ازدواج طلاق سال اعلام,https://www.hamshahrionline.ir/news/503316/اعلام-نرخ-جدید-ثبت-ازدواج-و-طلاق-مقایسه-با-نرخ-سال-۹۸,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
فیلم امتحانات پایان تر دانشگاه حذف اساتید نمره داد#ده,مدیرکل دفتر برنامه آموزش وزارت علوم آزمون امتحانات پایان تر ارزشیابی مستمر,https://www.hamshahrionline.ir/news/503314/فیلم-امتحانات-از-پایان-ترم-دانشگاه-ها-حذف-شدند-اساتید-می-توانند,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
اظهارات سخنگو سازمان جهانی بهداشت منشا کرونا فرضیه آزمایشگاه کرونا رد,سازمان جهانی بهداشت اعلام شواهد موجود نشان دهنده منشا ویروس کرونایی کشور گریبان گیر خفاش چین بود#باش عامل ساخت ویروس دستکاری آزمایشگاه بود#باش,https://www.hamshahrionline.ir/news/503747/اظهارات-سخنگوی-سازمان-جهانی-بهداشت-درباره-منشاء-کرونا-فرضیه,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
شکست فاصله اجتماع اوج گرفتن کرونا,رئیس سازمان پیشگیر مدیریت بحران شهر تهران نگران اصل موجود شیوع کرونا پایتخت روز بازگشایی واحد صنف شکسته طرح فاصله اجتماع نتیجه ازدحام شبکه حمل نقل عموم,https://www.hamshahrionline.ir/news/503729/خطر-شکست-فاصله-گذاری-اجتماعی-و-اوج-گرفتن-دوباره-کرونا,['زندگی > سلامت'],زندگی,سلامت
اصل خروج تهرانی منزل دوران کرونا درصد تهرانی نوروز قرنطینه ماند#مان,درصد شهروند تهرانی اعلام ایام نوروز منزل ماند#مان درصد گفت#گو صورت تداوم کرونا قرنطینه خانگی ماند#مان,https://www.hamshahrionline.ir/news/503656/علت-اصلی-خروج-تهرانی-ها-از-منزل-در-دوران-کرونا-چند-درصد-تهرانی-ها,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
مرگ میر مبتلا کرونا ایران,وزیر بهداشت روز گذشته میزان مرگ میرهای ابتلا کرونا کشور کاهش,https://www.hamshahrionline.ir/news/504093/تغییر-روند-مرگ-و-میر-مبتلایان-کرونا-در-ایران,['زندگی > سلامت'],زندگی,سلامت
قحط گرسنگی جهان آمار تلخ انسان شب گرسنه خوابید#خواب,رئیس آژانس غذا سازمان ملل متحد هشدار همزمان جهانی کروناویروس جهان آستانه گرسنگی قرار صورت اقدام فوری منجر قحطی‌های متعدد,https://www.hamshahrionline.ir/news/504096/خطر-قحطی-و-گرسنگی-در-جهان-آماری-تلخ-از-انسان-هایی-که-هر-شب,['زندگی > خانواده'],زندگی,خانواده
تاریخ پایان کفالت مستمر بگیران بازمانده تمدید,سازمان تامین اجتماع اعلام تاریخ خاتمه کفالت مستمر بگیران بازمانده تبع پوشش مستمر بگیران بازنشسته کارافتاده حسب پایان تیر مرداد سال موکول,https://www.hamshahrionline.ir/news/504105/تاریخ-پایان-کفالت-مستمری-بگیران-بازمانده-تمدید-شد,['زندگی > خانواده'],زندگی,خانواده
واکنش ظریف ترامپ امور کشور دخالت کرد#کن,وزیر امور خارجه کشور ادعا رئیس جمهور آمریکا آمادگی کشور کمک ایران واکنش نشان,https://www.hamshahrionline.ir/news/502853/واکنش-ظریف-به-ترامپ-در-امور-کشور-من-دخالت-نکن,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
فیلم تصاویر عجیب زندگی زیرزمین معتاد تهران پاتوق زیرزمین کجا,معتاد زمین متروکه شوش کندن تونل پاتوق امن مصرف مواد ساخت#ساز,https://www.hamshahrionline.ir/news/502848/فیلم-تصاویری-عجیب-از-زندگی-زیرزمینی-معتادان-در-تهران-پاتوق,['زندگی > خانواده'],زندگی,خانواده
فیلم امتحانات پایان تر دانشگاه حذف اساتید نمره داد#ده,مدیرکل دفتر برنامه آموزش وزارت علوم آزمون امتحانات پایان تر ارزشیابی مستمر,https://www.hamshahrionline.ir/news/503314/فیلم-امتحانات-از-پایان-ترم-دانشگاه-ها-حذف-شد-اساتید-می-توانند,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
فیلم امن خانه بحران کرونا,مدیر عامل سازمان انتقال خون سازمان انتقال خون توانست#توان بحران کرونا کشور دنیا بحران کمبود خون مدیریت,https://www.hamshahrionline.ir/news/503549/فیلم-امن-ترین-جا-بعد-از-خانه-در-بحران-کرونا,['زندگی > مهارت\u200cها'],زندگی,مهارت\u200cها
ترامپ بایدن رئیس جمهور ایران چین آمریکا مال ایران منتظر دولت بعد,رئیس جمهور آمریکا جو بایدن پیروز انتخابات ایران چین کشور آمریکا مال خود,https://www.hamshahrionline.ir/news/502943/ترامپ-بایدن-رئیس-جمهور-شود-ایران-و-چین-آمریکا-را-مال-خودش-می-کنند,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
تبرئه کارگردان جوان اتهام قتل همسر پای کرونا,اظهارنظر پزشک قانون کارگردان جوان اتهام قتل همسر بازداشت تبرئه,https://www.hamshahrionline.ir/news/502951/تبرئه-کارگردان-جوان-از-اتهام-قتل-همسر-پای-کرونا-در-میان-است,['زندگی > خانواده'],زندگی,خانواده
تهران استقبال کرونا رفت#رو,صحبت رییس جمهوری جلسه دیروز ستاد ملی مقابله کرونا صدور مجوز لفظ رییس قوه مجریه سرگیری فعالیت مشاغل ضروری بازگشایی پاساژها مراکز خرید اردیبهشت برنامه ریزی‌های مسوولان استان کنترل چرخه ویروس کرونا تعویق فعالیت مشاغل پرریسک پرخطر,https://www.hamshahrionline.ir/news/502937/تهران-دوباره-به-استقبال-کرونا-خواهد-رفت,['زندگی > سلامت'],زندگی,سلامت
اسپانیا تست‌های کرونای معیوب چینی بازپس فرستاد#فرست,اسپانیا دومین مجموعه کیت چینی تشخیص سریع کرونا جایگزینی مجموعه معیوب تست‌ها فرستاد#فرست معیوب,https://www.hamshahrionline.ir/news/504162/اسپانیا-دوباره-تست-های-کرونای-معیوب-چینی-را-بازپس-فرستاد,['جهان > اروپا'],جهان,اروپا
فوت دانشجو دانشگاه تهران کرونا,معاون آموزش دانشگاه تهران نفر دانشجو تحصیلات تکمیل دانشگاه تهران کرونا ویروس جان باخت#باز,https://www.hamshahrionline.ir/news/503263/فوت-۳-دانشجوی-دانشگاه-تهران-بر-اثر-کرونا,['زندگی > خانواده'],زندگی,خانواده
اطلاعیه تکلیف امتحانات پایان تر دانشجو,معاونت آموزش وزارت علوم اطلاعیه چگونگی برگزاری امتحانات پایان نیمسال دانشگاه مؤسسات آموزش اعلام,https://www.hamshahrionline.ir/news/503259/اطلاعیه-مهم-تکلیف-امتحانات-پایان-ترم-دانشجویان-مشخص-شد,['زندگی > خانواده'],زندگی,خانواده
واکنش جهانپور انتقادات آمار کرونا کارشناس را سن ابتلا مرگ ایرانی‌ها کرونا ماجرا ادرار شتر,رئیس مرکز روابط عموم اطلاع رساند#رسان وزارت بهداشت ابهامات موجود درج مرگ بیمار کرونایی گواه فوت آمار اعلام وزارتخانه درخصوص مبتلا فوتی‌ها ماجرا خرید تست کرونا کره جنوبی تبلیغ خوردن ادرار شتر درمان کرونا توصیه کارشناس صدا سیما توضیح,https://www.hamshahrionline.ir/news/503230/واکنش-جهانپور-به-انتقادات-از-آمار-کرونا-برخی-کارشناس-رای-هستند,['زندگی > سلامت'],زندگی,سلامت
کرونا شیرخوارگاه اصفهان کودک جان باخت#باز,مدیر اداره بهزیستی شهرستان اصفهان ویروس کرونا جان کودک شیرخوارگاه بهزیستی اصفهان,https://www.hamshahrionline.ir/news/503247/کرونا-در-شیرخوارگاه-اصفهان-۲-کودک-جان-باختند,['زندگی > سلامت'],زندگی,سلامت
هشدار حریرچی پیک شیوع کرونا غربالگری علامت تست مولکول,معاون وزارت بهداشت اطلاع ثانوی دنیا کشور پاک پیک چندم محتمل,https://www.hamshahrionline.ir/news/503517/هشدار-حریرچی-درباره-پیک-دوم-و-سوم-شیوع-کرونا-غربالگری-کم-علامت-ها,['زندگی > سلامت'],زندگی,سلامت
علی لاریجان فعلا مجلس رفت#رو وضعیت ابتلا کرونا,سخنگو هیات رییسه مجلس شورا اسلام رئیس مجلس زمان کسب اجازه پزشک جلسات مجلس حضور یافت#یاب,https://www.hamshahrionline.ir/news/503293/علی-لاریجانی-فعلا-به-مجلس-نمی-رود-آخرین-وضعیت-پس-از-ابتلا-به,['ایران > قوای سه\u200cگانه'],ایران,قوای سه\u200cگانه
واکنش امام جمعه خاطر توزیع اسکناس مجبور استعفا ویدئو جنجال ببینید,انتشار فیلم جنجال امام جمعه نهایت کار استعفا کشاند#کشان,https://www.hamshahrionline.ir/news/503267/اولین-واکنش-امام-جمعه-ای-که-به-خاطر-توزیع-اسکناس-مجبور-به-استعفا,['ایران > سیاست داخلی'],ایران,سیاست داخلی
عکس روز گرفتن تست کرونا,کارکن پزشک شهر نجف عراق میانه قرنطینه عموم کشور شیوع کرونا آزمایش زنی سواب بینی,https://www.hamshahrionline.ir/news/503286/عکس-روز-گرفتن-تست-کرونا,['جهان > اروپا'],جهان,اروپا
موسیقی ویروس کرونا روش الهام پژوهشگر,محقق کمک هوش مصنوع ساختار پروتئین سطح ویروس کرونا قطعه موسیقی الهامبخش پژوهشگر زمینه مقابله ویروس,https://www.hamshahrionline.ir/news/503652/موسیقی-ویروس-کرونا-روشی-متفاوت-برای-الهام-بخشی-به-پژوهشگران,['دانش > پزشکی'],دانش,پزشکی
مساجد حسینیه تهران سوگ آنلاین آماده همراه مداح قاری سخنران,معاون شهردار تهران اشاره شرایط بحران کرونا ایجاد بستری همدرد سوگوار خانواده داغدار متوفیان ضروری طراح کار برگزاری مراسم سوگواری صورت آنلاین خبر,https://www.hamshahrionline.ir/news/503878/مساجد-و-حسینیه-های-تهران-برای-سوگ-آنلاین-آماده-می-شوند-همراه,['زندگی > خانواده'],زندگی,خانواده
دانشمند خواست#خواه کرونا دانست#دان درمان موثرند,گرچه امروز ابتدا شیوع ویروس کرونا چیز دانست#دان پرسش ویروس دانشمند باقی ماند#مان,https://www.hamshahrionline.ir/news/504335/آنچه-دانشمندان-می-خواهند-درباره-کرونا-بدانند-۱-چه-درمان-هایی,['زندگی > سلامت'],زندگی,سلامت
درصد مبلغ قرارداد استقلالی‌ها پرداخت,باشگاه استقلال مبلغ ده درصد قرارداد اعضا تیم پرداخت,https://www.hamshahrionline.ir/news/503050/١٠-درصد-از-مبلغ-قرارداد-استقلالی-ها-پرداخت-می-شود,['ورزش > فوتبال'],ورزش,فوتبال
جزئیات ادامه سال تحصیل دانشجو دانشگاه آزاد زمان بازگشایی کلاس حضور دفاع پروپوزال رساله,رئیس دانشگاه آزاد اسلام ابلاغ بخشنامه دستورالعمل فاصله هوشمند دانشگاه آزاد اسلام مقابله ویروس کرونا رؤسا دانشگاه آزاد اسلام استان واحد ابلاغ,https://www.hamshahrionline.ir/news/503033/جزئیات-ادامه-سال-تحصیلی-دانشجویان-دانشگاه-آزاد-زمان-بازگشایی,['زندگی > سلامت'],زندگی,سلامت
اطلاع نگاشت خرید سوپر مارکت نکات رعایت,رعایت بهداشت مهم پیشگیر ابتلا ویروس کروناست روز شستن دست ضدعفونی سطوح منزل محل کار خرید نکات بهداشت رعایت,https://www.hamshahrionline.ir/news/503757/اطلاع-نگاشت-هنگام-خرید-از-سوپر-مارکت-چه-نکاتی-را-باید-رعایت,['دانش > پزشکی'],دانش,پزشکی
اعتراف نهاد زیرمجموعه ترامپ ایران گزارش محرمانه,آمریکا گزارش تازگی درز مانع تراش تحریم مقابله ایران شیوع ویروس کرونا اعتراف,https://www.hamshahrionline.ir/news/504367/اعتراف-یک-نهاد-زیرمجموعه-ترامپ-درباره-ایران-در-گزارشی-محرمانه,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
اظهارات نماینده کنگره آمریکا جنگ ایران دک ترامپ عمل,نماینده کنگره آمریکا روز توئیت تهدیدآمیز رئیس جمهور کشور ایران واشنگتن دنبال جنگ ایران,https://www.hamshahrionline.ir/news/504350/اظهارات-نماینده-کنگره-آمریکا-درباره-جنگ-با-ایران-طبق-دکترین,['ایران > سیاست\u200cخارجی'],ایران,سیاست\u200cخارجی
غافلگیری‌های,دبیر شورا امنیت ملی توئیتی پرتاب ماهواره سپاه پاسدار تبریک عنوان سپاه پاسدار سالروز تولد قاصد نور,https://www.hamshahrionline.ir/news/504351/غافلگیری-های-جدید-در-راه-است,['ایران > سیاست داخلی'],ایران,سیاست داخلی
توصیف معنادار قالیباف سردار حاجی,محمدباقر قالیباف عضو حقیقی مجمع تشخیص مصلحت نظام نماینده منتخب دوره یازدهم مجلس شورا اسلام انتشار تصویر سردار حاجی شکل معنادار توصیف,https://www.hamshahrionline.ir/news/504365/توصیف-معنادار-قالیباف-درباره-سردار-حاجی-زاده,['ایران > سیاست داخلی'],ایران,سیاست داخلی
