,title,description
724,build musical muscle,charles limb perform cochlear implantation surgery treat hear loss can restore ability hear speech but a musician too limb think what implant lack they do let fully experience music yet there example at tedmed limb review state art way forward
725,do misrepresent africa,real narrative be complicate africa country not disaster zone say reporter researcher leslie dodson she call journalist researcher ngo stop represent entire continent a one big tragedy
726,how many live can live,poet sarah kay be stun find she could be princess ballerina astronaut all one lifetime in she deliver two powerful poem show u can live other live
727,how topple dictator,resistance can work srdja popovic lead nonviolent movement take down milosevic serbia lay out plan skill tool movement need nonviolent tactic sense humor
728,magnificence spider silk,cheryl hayashi study spider silk one nature most material each specie spider can make up very different kind silk how do they do hayashi explain at dna level then show u material can inspire
729,ultrasound surgery heal without cut,imagine have surgery no knife involve at tedmed yoav medan share technique use mri find trouble spot focus ultrasound treat such issue a brain lesion uterine fibroid several kind cancerous growth
730,there be no mistake bandstand,what mistake by talk through example improvisational jazz quartet stefon harris walk u profound truth many action be perceive a mistake only because do react them appropriately
731,world smallest printer,what could do world smallest printer klaus stadlmann demo tiny affordable printer could someday make customize hear aid or sculpture smaller than human hair
732,what happen when an ngo admit failure,international aid group make same mistake over over again david damberger analyze own engineer failure india call friend development sector publicly admit scrutinize learn their misstep
733,hide light afghanistan,photographer monika bulaj share powerful intimate image afghanistan home life ritual men woman behind headline what do world truly know place
734,surgery,surgeon be teach textbook which conveniently type tissue but not what look like real life until now at tedmed quyen nguyen demonstrate molecular marker can make tumor light up neon green show surgeon exactly where cut
735,cook a alchemy,homaro cantu ben roche come moto chicago restaurant play new way cook eat food but beyond fun there serious intent can use new food technology good
736,an unexpected place heal,when ramona pierson be she be hit by drink driver spend month coma in she tell remarkable story her recovery draw collective skill wisdom senior citizen home
737,my subversive garden plot,a vegetable garden can do more than save money can save world in roger doiron show garden can our food fee our grow population
738,medicine percent,sad but true many cure vaccine our world desperately need illness million people have just be be produce or develop because there no financial incentive thomas pogge propose billion plan revolutionize way medication be develop sell
739,a prosthetic eye treat blindness,at tedmed sheila nirenberg show bold way create sight people certain kind blindness by hook into optic nerve send signal camera direct brain
740,how stop torture,political prisoner be only one be torture vast majority judicial torture happen ordinary case even legal system social activist karen tse show can should stand up end use routine torture
741,there be no scrap men,alberto cairo clinic afghanistan use close down during active fight now they stay open in powerful cairo tell move story why find humanity dignity midst war
742,global power shift,paddy ashdown believe be live moment history where power change way never have before in spellbind outline three major global shift see come
743,change our culture change our world,we do just need better law need better culture nate garvis ask what can do create an environment which powerful institution be use common good
744,can astronomer help doctor,how do measure nebula with brain scan in ted fellow michelle borkin show why collaboration between doctor astronomer can lead surprise discovery
745,be suspicious simple story,like all u economist tyler cowen love good story but intrigue ask u step away think our live our messy complicate irrational world term simple narrative
746,teenage science action,in three young woman sweep top prize first google science fair lauren hodge shree bose naomi shah describe their extraordinary project their route passion science
747,in defense dialogue,in politics seem counterintuitive engage dialogue violent group radical terrorist state support them but jonas gahr støre foreign minister norway make compel case open discussion even when our value diverge
748,woman hope,inspire by aung san suu kyi call action if feel helpless help someone morley compose song she sing at tedxwomen her gorgeous warm voice
749,thorium an alternative nuclear fuel,kirk sorensen show u liquid fuel thorium reactor way produce energy safer cleaner more efficient than current nuclear power
750,debut british paraorchestra,there be million prodigiously gift musician disability around world charles hazlewood determine give them platform watch debut performance british paraorchestra
751,meet water canary,after crisis can tell if water safe drink current test be slow complex delay can be deadly a cholera outbreak after haiti earthquake ted fellow sonaar luthra preview design simple tool quickly test water safety water canary
752,three type online attack,cybercrime expert mikko hypponen talk u through three type online attack our privacy data only two be consider crime do blindly trust any future government because any right give away give away good
753,plant fuel could power jet,algae plus salt water equal fuel at tedxnasa siliconvalley bilal bomani reveal ecosystem produce biofuels without waste arable land or fresh water
754,be there real,what make be think yourself others think or something else entirely philosopher julian baggini draw philosophy neuroscience give surprise answer
755,doctor make mistake can,every doctor make mistake but say physician brian goldman medicine culture denial shame keep doctor ever talk those mistake or use them learn improve tell story own long practice call doctor start talk be wrong
756,woman entrepreneur example not exception,woman aren t micro so why do they only get reporter gayle tzemach lemmon argue woman run all type firm home business major factory be overlook key economic development
757,hedonistic sustainability,bjarke ingels architecture luxurious sustainable in show u playful design factory chimney blow smoke ring ski slope build atop waste process plant
758,treat cancer electric field,surgery chemotherapy radiation be method treat cancer at tedmed bill doyle present new approach call tumor treat field which use electric field interrupt cancer cell division still it infancy approve only certain type cancer treatment come one big benefit quality life
759,universal anesthesia machine,what if surgery power go out no light no oxygen your anesthesia stop flow it happen constantly hospital throughout world turn routine procedure into tragedy erica frenkel demo one solution universal anesthesia machine
760,back future,from deep ted archive danny hillis outline an intrigue theory why technological change seem be accelerate by link very evolution life itself presentation technique use may look date but idea be a relevant a ever
761,hook by an octopus,underwater filmmaker mike degruy have spend decade look intimately at ocean a consummate storyteller take stage at mission blue share awe excitement fear blue heart our planet
762,let bridge digital divide,five billion people ca use internet aleph molinari empower digitally exclude people by give them access computer share use them
763,how your brain tell where be,how do remember where park your car how do know if move right direction neuroscientist neil burgess study neural mechanism map space around u they link memory imagination
764,weapon moral hazard,pepper spray tasers tear gas rubber bullet these weapon be be use by more more local police force a well a military force bring control civilian crowd other situation despite their name weapon have be know cause death a stephen coleman suggest there be other more insidious hazard a well he explore complex ethic unexpected consequence use weapon control civilian
765,globalize local localize global,sheikha al mayassa patron artist storyteller filmmaker qatar talk art culture create country identity allow every country share it unique identity wider world a she say we do want be all same but do want understand each other
766,where be baby dinosaur,in spellbind paleontologist jack horner tell story iconoclastic think reveal shock secret some our most beloved dinosaur
767,impossible photography,erik johansson create realistic photo impossible scene capture idea not moment in witty photoshop wizard describe principle use make these fantastical scenario come life while keep them visually plausible
768,deaf military,keith nolan always want join unite state military challenge he deaf which an automatic disqualification accord military rule in describe fight fight country in american sign language translation
769,toxic baby,filmmaker penelope jagessar chaffer be curious chemical she be expose while pregnant could they affect her unborn child so she ask scientist tyrone hay brief her one study closely atrazine herbicide use corn hay an expert amphibian critic atrazine which display disturb effect frog development onstage together at tedwomen hay chaffer tell their story
770,family tree,singer inara george guitarist mike andrew play quietly lovely love song family tree
771,crowdsource your health,you can use your smartphone find local atm but what if need defibrillator lucien engelen show u online innovation be change way save live include crowdsourced map local aeds
772,how do save shark know nothing,they fish world they almost extinct know almost nothing them in simon berrow describe fascinate bask shark great fish sun irish exceptional wonderfully way learn enough save them
773,how mobile phone power disaster relief,disastrous earthquake haiti teach humanitarian group an unexpected lesson power mobile device coordinate inform guide relief effort at paul conneally show extraordinary example social medium other technology become central humanitarian aid
774,true cost oil,what do environmental devastation actually look like at tedxvictoria photographer garth lenz share shock photo alberta tar sand mine project beautiful vital ecosystem under threat
775,look up change,how often do see true beauty night sky ted fellow lucianne walkowicz show light pollution ruin extraordinary often ignore experience see directly into space
776,year history one object,a clay cylinder cover akkadian cuneiform script damage break cyrus cylinder powerful symbol religious tolerance in enthral neil macgregor director british museum trace year middle eastern history through single object
777,comedy translation,every act communication some way an act translation writer chris bliss talk way great comedy can translate deep truth mass audience
778,use tech enable dream,have our technology our cell phone ipod camera stop u dream young artist shilo shiv suleman say no a she demo khoya her new storybook ipad which float u through magical world minute pure creativity
779,save tomorrow tomorrow,it easy imagine save money next week but right now generally want spend economist shlomo benartzi say one biggest obstacle save enough retirement ask how do turn behavioral challenge into behavioral solution
780,my immigration story,in technologist tan le take tedglobal stage demo powerful new interface but now at tedxwomen she tell very personal story story her family mother grandmother sister flee vietnam build new life
781,all your device can be hack,could someone hack your pacemaker avi rubin show hacker be compromise car smartphones medical device warn u danger an increasingly world
782,sibling bond,be favorite child wild child or middle child jeffrey kluger explore profound bond between brother sister influence birth order favoritism sibling rivalry
783,a census ocean,oceanographer paul snelgrove share result project one goal take census all life ocean he share amaze photo some surprise find census marine life
784,ocean shift baseline,ocean have degrade within our lifetime a show decrease average size fish and yet a daniel pauly show u onstage at mission blue each time baseline drop call new normal at what point do stop readjust downward
785,we need an injustice,in an engage personal cameo appearance grandmother rosa park human right lawyer bryan stevenson share some hard truth america justice system start massive imbalance along racial line third country black male population have be incarcerate at some point their live these issue which be wrap up america unexamined history be rarely talk level candor insight persuasiveness
786,clue great story,filmmaker andrew stanton toy story share what know storytelling start at end work back begin contain graphic language note not available download
787,cod better government,can government be run like internet permissionless open coder activist jennifer pahlka believe can apps build quickly cheaply be powerful new way connect citizen their government their neighbor
788,a ted speaker worst nightmare,colin robertson have minute ted stage tell world crowdsourced health care solution and then
789,design challenge reality,kelli anderson shatter our expectation reality by inject humor surprise into everyday object she share her disruptive clever design
790,cockroach beatbox,by dissect cockroach yes live stage ted fellow neuroscientist greg gage show brain receive deliver electric impulse leg can respond this come project
791,question no one know answer,ted curator chris anderson share obsession question no one yet know answer a short intro lead into two question why ca see evidence alien life and how many universe be there
792,deep ocean mystery wonder,in deepest darkest part ocean be ecosystem more diversity than tropical rainforest take u voyage into ocean deepest trench remain titanic marine biologist david gallo explore wonder beauty marine life
793,how simple idea lead scientific discovery,adam savage walk through two spectacular example profound scientific discovery come simple creative method anyone could have follow eratosthenes calculation earth circumference around bc hippolyte fizeau measurement speed light
794,beautiful artificial limb,prosthetics ca replicate look feel lose limb but they can carry lot personality designer scott summit show individually design prosthetic leg be unabashedly artificial completely personal macho fabulous
795,victim city,architecture can bring people together or divide them witness skyscraper costly inefficient only serve small portion community at tedxportofspain mark raymond encourage city government let go their old notion success consider balance environment economy society design city social change
796,let transform energy natural gas,u consume world oil but a energy tycoon boone pickens point out onstage country have no energy policy prepare inevitable be alternative energy our bridge an future after lose million invest wind energy pickens suggest not yet what might get u there natural gas after watch lively q a ted curator chris anderson
797,single biggest health threat woman face,surprise but true more woman now die heart disease than men yet cardiovascular research have long focus men pioneer doctor noel bairey merz share what know do know woman heart health include remarkably different symptom woman present during heart attack why they often miss
798,everyday moment catch time,combine dry wit artistic depth billy collins share project which several poem be turn into delightful animate film collaboration sundance channel five them be include wonderfully entertain move do miss hilarious final poem
799,make data more human,jer thorp create beautiful data visualization put abstract data into human context at tedxvancouver share move project graph an entire year news cycle map way people share article across internet
800,let die,we ca control if die but can occupy death word peter saul an emergency doctor he ask u think end our live question modern model slow intubate death hospital two big question can help start tough conversation
801,unlock intelligence passion greatness girl,nobel peace prize winner leymah gbowee have two powerful story tell her own life transformation untapped potential girl around world can transform world by unlock greatness girl
802,invent easy part market take work,lead lightbulb could transform live rural haitian but a daniel schnitzer find they do simply sell themselves at tedxpittsburgh show smart health energy product develop world be useless unless market work too
803,i be pirate,pirate party fight transparency anonymity sensible copyright law at tedxobserver rick falkvinge explain become leader europe political party which so far have win seat across national parliament europe
804,secret life plankton,new videography technique have open up ocean microscopic ecosystem reveal be both mesmerizingly beautiful astoundingly complex explore hide world underpin our own food chain tedtalk give by fish
805,on virtual dissection table,onstage at jack choi demonstrate powerful tool train medical student screen human body let explore dissect understand body part system
806,put financial aid bag,at tedyouth performance artist carvens lissaint show use language metaphor imagery express powerful idea a performance stir plea make college education more accessible
807,other inconvenient truth,a skyrocket demand food mean agriculture have become largest driver climate change biodiversity loss environmental destruction jonathan foley show why desperately need begin terraculture farm whole planet
808,build relation by banjo,ted fellow abigail washburn want be lawyer improve relation until she pick up banjo she tell move story remarkable connection she form tour across unite state china while play banjo sing chinese
809,how do heal medicine,our medical system be break doctor be capable extraordinary expensive treatment but they be lose their core focus actually treat people doctor writer atul gawande suggest take step back look at new way do medicine fewer cowboy more pit crew
810,how i beat patent troll,draw curtis founder tell story fight lawsuit company have patent creation distribution news release via email along way share some nutty statistic grow legal problem frivolous patent
811,story behind bloodline,taryn simon capture essence vast story by photograph descendant people at center narrative in rivet she show stream these story all over world investigate nature genealogy way our live be shape by interplay many different force
812,track ancient disease use plaque,imagine what could learn disease by study history human disease ancient hominid present but ted fellow christina warinner an achaeological geneticist she find spectacular new tool microbial dna fossilize dental plaque
813,just small an atom,just small be atom really really really small this animation use metaphor imagine blueberry size football stadium give visceral sense just small atom be lesson by jon bergmann animation by cognitive medium
814,commandment city,eduardo paes mayor rio de janeiro sprawl complicate beautiful city million he share four big idea lead rio all city into future include bold infrastructure upgrade make city smarter
815,texting save live,when nancy lublin start texting teenager help her social advocacy organization what she find be shock they start texting back their own problem bully depression abuse so she set up crisis line result might be even more important than she expect
816,game understand,it never easy get across magnitude complex tragedy so when brenda romero daughter come home school ask slavery she do what she do live she design game she describe surprise effectiveness game others help player really understand story
817,a new museum wing giant bubble,how do make great public space inside build liz diller share story create welcome lighthearted even dare say sexy addition hirshhorn museum washington dc from design studio session at by chee pearlman david rockwell
818,a plan energy,in intimate film at ted office energy innovator amory lovins show get u off oil coal by trillion cheaper no act congress lead by business profit key integrate all four four kind innovation
819,sculpt wave wood time,reuben margolin kinetic sculptor craft beautiful piece move pattern raindrop fall wave combine take nine minute be mesmerize by meditative art inspire equal part by math nature
820,from stigma supermodel,rick guidotti fashion photographer passion project find share beauty kid albinism other condition affect their physical appearance way society treat them at tedxphoenix share some their story empower effect little glamour a redefine their beauty flash
821,information food,how do consume data at ted sxswi technologist jp rangaswami muse our relationship information offer surprise sharp insight treat like food
822,unseen footage untamed nature,at filmmaker karen bass share some astonish nature footage she shoot bbc national geographic include previously unseen footage nectar bat who feed rather unusual way
823,beethoven businessman,revolution make music more marketable more personal easier pirate begin at dawn century josé bowen outline new print technology an improve piano give rise first music industry
824,new way kill mosquito,we can use mosquito own instinct against her in rather unforgettable presentation bart knols demo imaginative solution team develop fight malaria include limburger cheese deadly pill
825,how look inside brain,there have be remarkable advance understand brain but do actually study neuron inside use gorgeous imagery neuroscientist ted fellow carl schoonover show tool let u see inside our brain
826,one year turn world inside out,street artist jr make wish join me worldwide photo project show world it true face one year after make ted prize wish show giant poster human face paste public be connect community make change turn world inside out
827,cheap effective shelter disaster relief,michael mcdaniel design house disaster relief zone inexpensive easy transport even beautiful but find no one be will build persistent ob decide go alone at tedxaustin mcdaniel show u exo reaction house solution ask u prepare next natural disaster
828,sea hardly see,an average teaspoon ocean water contain five million bacteria fifty million virus yet be just start discover these invisible engineer control our ocean chemistry at tedxmonterey melissa garren shed light marine microbe provide half oxygen breathe maintain underwater ecosystem demonstrate surprise hunt skill apology small audio glitch video
829,what leave explore,we be moon map continent even be deepest point ocean twice what leave next generation explore biologist explorer nathan wolfe suggest answer almost everything and can start say world unseeably small
830,journey across high wire,even magician have start somewhere artist philippe petit take an intimate journey first card trick at age tightrope walk between twin tower
831,hiv fight an epidemic bad law,there an epidemic hiv an epidemic bad law law effectively criminalize be hiv positive at tedxsummit doha ted fellow shereen give forceful argument these law base stigma be actually help disease spread
832,a reality check renewables,how much land mass would renewables need power nation like uk an entire country worth in pragmatic david mackay tour basic mathematics show worry limitation our sustainable energy option explain why should pursue them anyway
833,lesson robot be human,more robot ingrain themselves into our everyday live more force examine ourselves a people at tedxberkeley ken goldberg share four very human lesson learn work robot
834,reveal lose codex archimedes,how do read manuscript have be erase cut up write paint over with powerful particle accelerator course ancient book curator william noel tell fascinate story behind archimedes palimpsest byzantine prayer book contain original write ancient greek mathematician archimedes others
835,attitude spark arab spring,pollster dalia mogahed share surprise data egyptian people attitude hop before arab spring special focus role woman spark change
836,what your design say,what do your chair say what value designer sebastian deterding show our vision morality good life be reflect design object around u
837,dance light,quixotic fusion an ensemble artist bring together aerial acrobatics dance theater film music visual fx watch a they perform three transport dance piece at
838,et probably out there get ready,seti researcher seth shostak bet will find extraterrestrial life next year or buy cup coffee he explain why new technology law probability make breakthrough so likely predict discovery civilization far more advance than ours might affect u here earth
839,why unknown,why symbol an unknown in short funny terry moore give surprise answer
840,mine mineral seawater,world need clean water more more pull ocean desalinate drink but what do salty brine leave behind in intrigue short ted fellow damian palin propose an idea mine other mineral need help some collaborative bacteria
841,design explain,john hodgman comedian resident expert explain design three iconic modern object em from design studio session at by chee pearlman david rockwell
842,a new way diagnose autism,early diagnosis autism spectrum disorder can improve live everyone affect but complex network cause make incredibly difficult predict at tedxpeachtree ami klin describe new early detection method use technology gauge baby social engagement skill reliably measure their risk develop autism
843,we be all designer,journalist john hockenberry tell personal story inspire by pair flashy wheel catalogue they show him value design life intent from design studio session at by chee pearlman david rockwell
844,share wonder film,movie have power create share narrative experience shape memory worldviews british film director beeban kidron invoke iconic film scene miracle milan boyz n hood a she show her group filmclub share great film kid
845,archaeology space,in short ted fellow sarah parcak introduce field space archaeology use satellite image search clue lose sit past civilization
846,pop an ollie innovate,rodney mullen godfather street skate exuberant share love open skateboard community he show unique environment skater play drive creation new trick foster prolific ingenuity purely passion sake
847,woman should represent woman medium,how do tell woman s story ask woman tell them at tedxabq megan kamerick show news medium underrepresents woman a reporter news source because tell an incomplete story
848,be,reuters health editor ivan oransky warn suffer an epidemic preposterous precondition many more in engage tedmed show health care can find solution by take an important lesson baseball
849,classroom,in fall peter norvig teach class sebastian thrun artificial intelligence at stanford attend by student situ over via an interactive webcast he share what learn teach global classroom
850,how outdoor space,during hot summer month watch an outdoor sport match or concert can be tantamount bake uncomfortably sun but do have be at tedxsummit doha physicist wolfgang kessling reveal sustainable design innovation cool u above below even collect solar energy later use
851,tour solar system home,want navigate solar system without have buy spacecraft jon nguyen demo nasa jpl eye solar system software explore planet moon asteroid spacecraft rotate around our sun
852,india invisible innovation,can india become global hub innovation nirmalya kumar think already have he detail four type invisible innovation come out india explain why company use just outsource manufacture job be start move top management position overseas too
853,advice young scientist,world need badly say legendary biologist wilson letter young scientist he give advice collect lifetime experience remind u wonder creativity be center scientific life
854,reinvent encyclopedia game,prompt by encyclopaedia britannica end it print publication performance poet rive resurrect game childhood speak at tedxsummit doha rive take u charm tour through random le random bit human knowledge chimborazo farthest point center earth ham astrochimp first chimpanzee outer space
855,four principle open world,recent generation have be bath connect technology birth say futurist don tapscott a result world transform into one far more open transparent in inspire list four core principle show open world can be far better place
856,what your plan,you might have plan but what plan artist raghava kk have set eye an horizon at tedxsummit show help guide today choice tomorrow goal encourage make your own plan too
857,a novel idea clean up oil spill,when ted senior fellow cesar harada hear devastate effect bp oil spill gulf mexico quit dream job move new orleans develop more efficient way soak up oil he design highly maneuverable flexible boat capable clean large tract quickly but rather than turn profit have opt design
858,meet your microbe,our body be cover sea microbe both pathogen make u sick good microbe which know le might be keep u healthy at tedmed microbiologist jonathan eisen share what know include some surprise way put those good microbe work
859,future race car no driver,autonomous car be come they go drive better than chris gerdes reveal team be develop robotic race car can drive at mph while avoid every possible accident and yet study brainwave professional race driver gerdes say have gain new appreciation instinct professional driver
860,new way see music color fire,designer jar ficklin create wild visualization let u see music use color even fire first ted stage analyze sound make u feel he take brief digression analyze sound skatepark audio can clue u develop creativity
861,how fool gps,todd humphreys forecast geolocation when gps dot will enable find location your physical possession or track people without their knowledge and response sinister side technology may have unintended consequence it own
862,capture memory video art,use video map projection artist gabriel capture share memory friendship at ted fellow talk show charm thoughtful work which appear preserve people life jar suitcase blender
863,experiment point new understand cancer,for decade researcher mina bissell pursue revolutionary idea cancer cell do automatically become tumor but rather depend surround cell it microenvironment cue develop she share two key experiment prove prevail wisdom cancer growth be wrong
864,let crowdsource world goal,in un lay out goal make world better by reduce poverty disease deadline a deadline approach jamie drummond run down surprise success millennium development goal suggest crowdsourced reboot next year
865,sometimes good give up driver seat,over year research have show counterintuitive fact human nature sometimes have too much choice make u le happy this may even be true when come medical treatment baba shiv share fascinate study measure why choice open door doubt suggest cede control especially decision may be best thing u
866,technology craft digitally underserved,world may not have access latest smartphone but local electronic shop be adept at fix older tech use part vinay venkatraman explain work technology craft through which mobile phone lunchbox flashlight can become digital projector village school or an alarm clock mouse can be meld into medical device local triage
867,build unimaginable shape,inspire by cell division michael hansmeyer write algorithm design outrageously fascinate shape form million facet no person could draft them by hand but they buildable they could revolutionize way think architectural form
868,every city need healthy honey be,be have be rapidly mysteriously disappear rural area grave implication agriculture but be seem flourish urban environment city need their help too noah suggest urban beekeeping might play role revitalize both city specie
869,when reporter become story,giles duley give up life glamour celebrity a fashion photographer travel world document story forget marginalize while assignment afghanistan step landmine horrific event leave him triple amputee in move duley tell u story live lose find include
870,a teacher grow green south bronx,a whirlwind energy idea stephen ritz teacher new york tough south bronx where kid grow lush garden food greenery job just try keep up new york treasure a spin through many many way there be grow hope neighborhood many have write off or your own
871,re touch live through photo,in wake japanese earthquake tsunami mix into wreckage be lose damage photo family love one photo retoucher becci manson together local volunteer global group colleague she recruit online help clean fix them restore those memory their owner
872,mad scientist music,mark applebaum write music break rule fantastic way compose concerto florist craft musical instrument junk find object this quirky might just inspire shake up rule your own creative work
873,be life really complex,can an algorithm forecast site next riot in accessible mathematician hannah fry show complex social behavior can be analyze perhaps predict through analogy natural phenomenon like pattern leopard spot or distribution predator prey wild
874,a test parkinson phone call,parkinson disease affect million people worldwide cause weakness tremor but there no objective way detect early yet apply mathematician ted fellow max little test simple cheap tool trial able detect parkinson percent accuracy phone call
875,how can eat our landscape,what should community do it unused land plant food course with energy humor pam warhurst tell at tedsalon story she grow team volunteer come together turn plot unused land into communal vegetable garden change narrative food their community
876,photo bear witness modern slavery,photographer lisa kristine travel world document unbearably harsh reality slavery she share hauntingly beautiful image miner congo bricklayer nepal illuminate plight million soul enslave worldwide
877,what snollygoster a short lesson political speak,most politician choose their word carefully shape reality they hope create but do work etymologist mark forsyth share few entertain story british american history instance do ever wonder george washington become president draw surprise conclusion
878,can democracy exist without trust,it seem more know democracy work through government transparency better medium coverage even new insight our brain le trust democracy itself yet still arguably best system government available a ivan krastev say what go right also what go wrong can democracy survive
879,how step up face disaster,when freak tornado hit their hometown sister caitria morgan just at time realize they have jump help what they learn after natural disaster there only tiny window before world turn it sympathy it donation elsewhere so important be prepare every aspect recovery watch learn step up timely fashion your own community
880,design people not award,timothy prestero think design perfect incubator newborn develop world even win award but team learn hard lesson when their incubator completely fail catch hear manifesto importance design use not accolade
881,art create awe,rob legato create movie effect so good they sometimes trump real thing in warm funny share vision enhance reality movie like apollo titanic hugo
882,power informal economy,robert neuwirth spend four year among chaotic stall street market talk pushcart hawker gray marketer study remarkable system d world unlicensed economic network responsible some billion job an economy underappreciated power scope
883,rise cooperation,brute compute force alone ca solve world problem data mine innovator shyam sankar explain why solve big problem like catch terrorist or identify huge hide trend not question find right algorithm but rather right symbiotic relationship between computation human creativity
884,sculpt space within without,legendary sculptor antony gormley riff space human form his work explore interior space feel within our own body exterior space feel around u know be just dot space time
885,energy float algae pod,call fuel without fossil jonathan trent work plan grow new biofuel by farm float offshore pod eat wastewater city hear team bold vision project omega offshore membrane enclosure grow algae might power future
886,brilliant design fit more people every city,how can fit more people into city without overcrowd kent larson show off fold car apartment other innovation could make city future work lot like small village past
887,why eyewitness get wrong,scott fraser study human remember crime bear witness them in powerful which focus deadly shoot at sunset suggest even eyewitness crime can create memory they could not have see why because brain abhor vacuum editor note in original version scott fraser misspoke available footage two world trade center tower misstatement have be edit out clarity
888,promise research stem cell,call them our body own repair kit susan solomon advocate research use stem cell by grow individual pluripotent stem cell line her team create testbeds could accelerate research into cure disease perhaps lead individualize treatment target not just particular disease but particular person
889,demand more government,what can government learn revolution in stir beth noveck former deputy cto at white house share vision practical openness connect bureaucracy citizen share data create truly participatory democracy imagine writable society
890,demand fair trade cell phone,your mobile phone computer game console have bloody past tie tantalum mine which fund war democratic republic congo draw personal story activist refugee bandi mbubi give stir call action
891,a story knot surgeon,one day ed gavagan be sit subway watch two young med student practice their knot and powerful memory wash over him one shock moment change life forever an unforgettable story crime skill gratitude
892,be droids take our job,robot algorithm be get good at job like build car write article translate job once require human so what will human do work andrew mcafee walk through recent labor data say we ai see nothing yet but then step back look at big history come up surprise view what come next
893,what learn brain,mouse bug hamster be no longer only way study brain functional mri fmri allow scientist map brain activity live breathe human be read montague give an overview technology help u understand complicate way which interact each other
894,an animate tour invisible,gravity star day thought human genome time atom so much what really matter world impossible see a stun animation john lloyd classic tedtalk which will make question what actually know
895,a thousand time no,art historian bahia shehab have long be fascinate arabic script when revolution sweep through egypt she begin spray image street say no dictator no military rule no violence
896,make sense map,aris venetikidis fascinate by map draw our mind a move around city le like street map more like schematic or wire diagram abstract image relationship between place how can learn these mental map make better real one a test case remake notorious dublin bus map
897,let prepare our new climate,a vicki arroyo say time prepare our home city our change climate it increase risk flood drought uncertainty she illustrate inspire bold project city all over world local example think ahead
898,between music medicine,when robert gupta be catch between career a doctor a violinist realize place be middle bow hand sense social justice heart he tell move story society s marginalize power music therapy which can succeed where conventional medicine fail
899,terrorism fail brand,in grip lawyer jason mccue urge new way attack terrorism weaken it credibility those who be buy product recruit he share story real case where other activist use approach engage create change
900,weave narrative museum gallery,a director metropolitan museum art new york thomas campbell think deeply just select art object but place them set where public can learn their story with glorious image show curation philosophy work display medieval alexander mcqueen from design studio session at by chee pearlman david rockwell
901,way usefully lose control your brand,day be past if they ever exist when person company or brand could tightly control their reputation online chatter spin mean if relevant there constant conversation happen have no control over tim leberecht offer three big idea accept loss control even design use a an impetus recommit your value
902,how art technology design inform creative leader,john maeda former president rhode island school design deliver funny charm span lifetime work art design technology conclude picture creative leadership future watch demo maeda earliest work even computer make people
903,online video annotate remixed pop,video web should work like web itself dynamic full link map information can be edit update live say ryan merkley on ted stage demo mozilla popcorn maker tool easy video remixing
904,strange politics disgust,what do disgust image have do vote equip survey experiment psychologist david pizarro demonstrate correlation between your sensitivity disgust cue photo feces an unpleasant odor your own moral or political conservatism
905,a child state,literature have long be fascinate foster adopt orphan child moses cinderella oliver twist harry potter so why do many parentless child feel compel hide their past poet playwright lemn sissay tell own move story
906,metal breathe,modern build window give spectacular view but they require lot energy cool doris kim sing work smart material act more like human skin dynamically responsively can shade room sun
907,why democracy matter,public lose faith democracy say british mp rory stewart iraq afghanistan s new democracy be deeply corrupt meanwhile percent people britain say politics break in important stewart sound call action rebuild democracy start recognize why democracy important not a tool but a an ideal
908,how open data change international aid,how do make sure development aid money actually go people who most need sanjay pradhan world bank institute lay out three guideline help relief effort make most impact while curb corruption one key connect player who be work change break system data they need
909,secret bat genome,in western society bat be often characterize a creepy even evil zoologist emma teeling encourage u rethink common attitude toward bat whose unique fascinate biology give u insight into our own genetic makeup
910,healthier men one moustache at time,adam garone have an impressive moustache good cause a movember garone initiative raise awareness men health by have men grow out their moustache every november begin a dare bar now worldwide movement raise million prostate cancer research last year
911,a new mission veteran disaster relief,after fight overseas percent american veteran say they want continue their service meanwhile one after another natural disaster continue wreak havoc worldwide what do these two challenge have common in tell story friend clay hunt jake wood team rubicon reveal veteran can contribute disaster response regain their sense purpose community
912,beautiful nano detail our world,when photograph under microscope grain sand appear like colorful piece candy stamen flower become like fantastical spire at an amusement park gary greenberg reveal thrill detail micro world
913,tragedy orphanage,orphanage be costly can cause irreparable damage both mentally physically it charge so why be they still so ubiquitous georgette mulheir gravely describe tragedy orphanage urge u end our reliance them by find alternate way support child need
914,how i start sanitary napkin revolution,when realize wife have choose between buy family meal buy her monthly supply arunachalam muruganantham vow help her solve problem sanitary pad his research get very very personal lead him powerful business model film bangalore a part ted global talent search
915,how sketch electronics,design electronics generally cumbersome expensive or be until leah buechley her team at mit develop tool treat electronics just like paper pen in tedyouth buechley show some her charm design like paper piano can sketch then play
916,art festival revolution,david binder major broadway producer but last summer find himself small australian neighborhood watch local dance perform their lawn love he show u new face art festival which break boundary between audience performer help city express themselves
917,your brain video game,how do video game affect brain step into lab cognitive researcher daphne bavelier hear surprise news video game even shooter game can help u learn focus fascinatingly multitask
