,title,id,text
940,شوشتر,5620,بهبود منبع جعبه شهر ایران نام رسم شوشتر نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر استان خوزستان شهرستان شوشتر مرکزی شهرستان شوشتر مرکزی دهستان نام محل نام سال شهرشدن جمعیت نفر سال یادکرد وب نویسنده نشانی عنوان نتایج سرشماری سال ناشر معاونت برنامه استاندار خراسان جنوبی نقل مرکز آمار ایران تاریخ اردیبهشت تاریخ بازبینی اردیبهشت زبان فارس گویش شوشتر
941,درواه چان,5636,درواه چان رود فصل رودخانه فصل جنوب کوخرد توابع شهرستان بستک استان هرمزگان ایران محمدیان کوخردی محمد یاد کوخرد ج ج چاپ دبی سال انتشار میلاد محمدیان کوخردی محمد شهرستان بستک کوخرد ج چاپ دبی سال انتشار میلاد توضیح تصویر حذف پرونده گویش لارستان جنوب ایران پدیده طبیعی دره مانند نقش رود فصل د رواه گفت#گو
942,جاذبه جغرافیایی زمین شناختی ایران,5644,بهبود منبع دریاچه چشم اندازهای سواحل جزایر آشوراده جزیره ساحل دریا خزر گیسو تالش شبه جزیره میانکاله مجاورت جزایر آشوراده خلیج حسینقلی غازانقلی ریزشگاه رود اترک ساحل دریا خزر مرداب انزلی جزیره خارک جزایر مرجان دریاچه دوخواهران شمال دشت لار دریاچه تار هویر غرب فیروزکوه شرق دماوند دریاچه سما ول ناحیه شمال مرزن آباد کلاردشت دریاچه خلنو مرز استان تهران مازندران انتهای دره وارنگرود
943,گالش,5660,الفبا گیلک گالش نام لهجه زبان گیلک گویش گویش کناره دریا خزر جزو زبان ایران زبان ایران تبار غرب شمال غرب ایران منطقه شرق رشته کوه تالش دانش نامه جهان اسلام تالش مناطق کوهستان جنوب شرق گیلان غرب مازندران منطقه اشکور گالش نامی مردم جلگه دشت رمه دار گاوچران کوهستان داد#ده محمود رنجبر رقیه رادمرد بررسی وتوصیف گویش گالش نشر گیلک
944,موناکو,5665,جعبه اطلاعات کشور نام اصل نام فارس رسم شاهزاده نشین موناکو نام عادی موناکو تصویر پرچم تصویر نشان ملی شعار ملی یاری خدا سرود ملی سرود ملی موناکو سرود مونه گاسک نقشه پایتخت موناکوویل بزرگ شهر مونت کارلو زبان رسم زبان فرانسوی فرانسوی حکومت مشروطه سلطنت حاکمان شاهزاده سخ وزیرحکومت نام حاکمان آلبرت سخ سرژ تله تشکیل استقلال
945,ویلیام هرشل,5668,جدول اطلاعات دانشمند نام سر ویلیام هرشل عرض جعبه تصویر عرض تصویر زیرنویس ویلیام هرشل تاریخ تولد نوامبر میلاد زادگاه هانوفر آلمان تاریخ مرگ تاریخ مرگ سن محل مرگ اسلاو انگلستان محل زندگی شهروند ملیت بریتانیا یی آلمان ی تبار رشته فعالیت نجوم موسیقی محل کار بنیاد گذار استاد راهنما دانشجو دکتری دلیل شهرت کشف اورانوس سیاره اورانوس سخ کاشف امواج فروسرخ
946,گدازه,5669,پرونده بندانگشت چپ رشته گدازه هاوایی سال گ دازه گونه ماگما تفتال فعالیت آتشفشان آتشفشانی سطح زمین تعریف تفتال کاهش فشار فوران مقدار گاز محبوس گدازه نامید#نام زمین مسطح پهناور بستر توالی نسبتا نازک گدازه تشکیل معمولا بازالتی فوران شکافه‌ای دشت گدازه دفتر هشتم
947,همجوشی,5678,همجوشی هسته‌ای
948,رده کتاب,5679,رده کتاب رده رده عنوان کتاب منتشرشده کاشت#کار لطفا نوشتار انتشار کتاب رده استفاده کرد#کن کار رده کتاب استفاده نمود#نما انبار رده رده جسم پایه رده کالا تولید رده جسم مادی رده انتشارات پایه فرمت رده ارتباط نوشتار رده صنعت چاپ رده کتاب رده آثار خلاقانه رده ادبیات پایه رسانه
949,رده فهرست کتاب,5680,رده فهرست آثار چاپی رده فهرست ادبیات رده فهرست کتاب رده کتاب رده فهرست آثار چاپی
950,الگو حس ر,5681,ر عنوان رده خال حاضر ویکی پدیا فرایند حذف فرایند حذف دست روز خال مانده رده خال رسید#رس گرداننده رده رده رده نامزد حذف سریع توضیحات
951,مجموعه,5683,مجموعه ریاضی
952,فهرست جزیره دریاچه ارومیه,5686,فهرست جزیره دریاچه ارومیه
953,شکست نور,5690,ادغام فرمول شکست نور منبع شکست نور پدیده اپتیکی نور رسیده منبع نورانی لامپ خورشید ستارگان خاطر سرعت محیط ضریب شکست رخ مسیر هنگامی شخص نور نگاه گفت#گو نور شکست
954,سرینگر ابهام زدایی,5693,سرینگار مفهوم کاشت#کار سرینگر نام ایالت جامو کشمیر هندوستان سرینگر سرینگر شهر مرکز نامبرده پایتخت ایالت جامو کشمیر ابهام زدایی
955,سرینگر,5694,سرینگر دریاچه دال
956,کارواژه,5696,فعل
957,رده روستا ایران,5698,رده جغرافیا ایران رده روستا پایه کشور ایران
958,رده جغرافیا بلغارستان,5700,انبار انبار رده رده بلغارستان رده جغرافیا پایه کشور بلغارستان
959,رده بلغارستان,5701,رده پرونده انبار رده رده کشور عضو فرانسه زبان رده کشور عضو ناتو رده جمهوری رده رده نام کشور رده بالکان رده اروپا شرق رده کشور عضو اتحادیه اروپا رده کشور اروپایی رده کشور سرزمین اسلاو زبان رده کشور سرزمین ترکی استانبولی زبان
960,رده استان بلغارستان,5702,ویکی انبار رده رده زیربخش‌های بلغارستان رده زیربخش‌های کشور اروپا رده تقسیمات اداری سطح پایه کشور رده استان پایه کشور بلغارستان رده جغرافیا بلغارستان
961,رده بالکان,5703,انبار رده رده اروپا شرق رده اروپا جنوبی رده مناطق اروپا
962,رده اروپا جنوبی,5704,رده دریا مدیترانه رده مناطق اروپا
963,رده مناطق اروپا,5705,انبار رده رده نواحی پایه قاره رده جغرافیا اروپا رده منطقه جغرافیایی اروپا مناطق رده اروپا
964,اختربینی,5707,پرونده ستاره بینی ا خت ربینی ت نجیم بررسی ت ثیر اجرام سماوی ماه عطارد زهره خورشید مریخ مشتری زحل ثوابت عقدتین قمر عالم حرکات عنصر عالم بود#باش ستاره بینی نحله گسترده طالع بینی وضعیت سماوات لحظه تولد جمله جنبه زندگی گشت#گرد ستاره بینی عموم وضعیت سماوات لحظات بویژه مثلا اعتدال ربیع خسوف کسوف اقتران سیارات رویداد طبقات وسیع مردم ملت جهان گذاشت#گذار ساخت#ساز
965,رده رود بلغارستان,5708,ویکی انبار رده رده پهنه آب بلغارستان رده رود پایه کشور بلغارستان رده جغرافیا بلغارستان رده رود اروپا بلغارستان
966,رده رود,5709,ویکی انبار رده رده جریان آب رده روان آب رده زمین چهره رودخانه رده لیمنولوژی رده پهنه آب رده آب روان رده جغرافیا آب رده جغرافیا طبیعی رده ژئومورفولوژی
967,شبه علم,5710,علوم شبه علم دانش نما ادعا باور کار گفت#گو نادرست عنوان علم دانش ارائه داد#ده پای علم دانشیک پیدایش بشقاب پرنده طالع بینی کف بینی فال قهوه ستاره بینی انرژی درمانی نمونه دانش نما دانش نما خوراک نوشتار مطبوعات عامه پسند همگان پسند موسوم خبرنگار زرد مجلات زرد تشکیل تمیز علم شبه علم
968,گونه,5714,فهرست گونه
969,پیشداد,5720,پیشداد سلسل پادشاه شاهنامه اساطیر ایران اساطیر ایران معادل اوستا زبان اوستا پیشداد پ ر دات معنا مقدم نام طبعا نام خاندان نامی بعد گروه نهاده‌اند گروه مقدم شمرد#شمار جستار فرهنگ ایران اساطیر ایران کیومرث گئومرتن معنا انسان عنوان انسان یاد کمتر پادشاه تکیه شاهنامه جزو دودمان پیشداد حساب پژوهش اساطیر ایران
970,کیومرث,5721,جعبه اطلاعات شخصیت اسطوره ایران نام کیومرث تصویر عنوان تصویر اندازه تصویر زادروز زادگاه ناپدیدشدن وضعیت درگذشت مکان درگذشت مرگ محل زندگی ملیت نام گ یوم ر ت ن سخ گیه مرت سخ گیومرث سخ گیومرت سخ گیومرد سخ گیوک مرت سخ کهومرث سخ جیومرت تبار شاگرد استاد پیشه پادشاه شناخته انسان سخ پادشاه لقب گرشاه سخ گ لشاه سخ اندیش سخ شاه سخ کرشاه سخ کوشاه دوره پیشداد پیشداد هوشنگ مخالف دین مذهب منصب
971,ستاره شناخت#شناس ایران,5723,منبع دوران اسلام اصل ستاره شناخت#شناس ایران باستان دانش ستاره شناخت#شناس ایران نقاط جهان پیشینه طولانی ابزار کار دانش آسمان پاک چشم تندرست علوم توجه انسان قرار پژوهشگر چند نقوش تخت جمشید نشانه آشنایی سازندگان آن اخترشناسی دانست#دان نقش حمله شیر گاو حجاری‌های تخت جمشید #هست
972,اخترشناسی رصد,5724,منبع پرونده اخترشناسی رصد بررسی حرکات سیاره سیاره قمر اجرام سامانه خورشید مطالعه حرکات چشم مسلح کپلر قوانین کپلر قوانین گانه دست آورد#آور سیاره کپلر سیاره همانند زمین بزرگ سال نوری زمین منظومه شمس فاصله آمارگیری نجوم شناخت#شناس منظومه سیاره خورشید کوتوله
973,چهارطاق,5725,پرونده بندانگشت چپ چهارطاق قطب آباد چهارطاق چارتاقی معمار کالبد زمینه چهارگوش پوشش گنبد متشکل چهارپایه طاق گنبد ورود طاق گفت#گو چهارطاق چهاردر چهارقاپو چهاردروازه نامید#نام
974,صالح آباد,5727,شهر صالح آباد خراسان رضوی شهر استان خراسان رضوی شرق ایران صالح آباد ایلام شهر استان ایلام غرب ایران صالح آباد همدان شهر استان همدان غرب ایران بخش صالح آباد تربت جام بخش شهرستان تربت جام استان خراسان رضوی صالح آباد مهران بخش شهرستان مهران استان ایلام صالح آباد بهار بخش شهرستان بهار استان همدان روستا صالح آباد ارسنجان
975,,5728,معانی گوناگون کار محموله معنی وسایل مصالح حمل الکتریکی مفاهیم استفاده الکتریسیته یکا واحد اندازه فشار نیشابور نام شهر مرکزی شهرستان نیشابور ایران سازه مفاهیم استفاده مهندس مهندس عمران عمران مکان معنی نوشگاه محل فروش مصرف نوشیدنی الکل هرمزگان نام روستا استان هرمزگان هرمزگان ایران
976,احمد,5729,جعبه اطلاعات روستا ایران نام رسم روستا احمد نقشه آری عرض جغرافیایی جغرافیایی تصویر اندازه تصویر برچسب تصویر روستا بربار استان هرمزگان شهرستان بستک کوخرد شهرستان بستک کوخرد دهستان کوخرد نام محل نام قدیم بهر احمد سال بنیاد جمعیت رشدجمعیت تراکم جمعیت زبان لارستان مذهب مساحت ارتفاع میانگین دما میانگین بارش سالانه شمارروزهای یخبندان ره شماره وب جمله خوشامد خ ش ن د س ش پانویس
977,کوه خآب,5731,داد کوه نام کوه خآب تصویر ارتفاع مدرک مکان شهرستان بستک ایران رشته کوه برآمدگی نسبی واپسین فوران کوه خآب کوه پل تیر نام رشته کوه غرب استان هرمزگان ایران کوه جنوب کوخرد قرار رشته کوه ساحل خلیج فارس کوه جنوب کوه
978,ماگما,5735,پرونده بندانگشت بخش توده نفوذ ماگما سخ کوژسنگ لاکولیت سخ آذرین تیغه سخ ژرف سنگ باتولیت سخ آذرین تیغه دایک سخ آذرین لایه سیل سخ تنوره آتشفشانی پایپ سخ کاوسنگ لوپولیت سخ مواد مذاب زمین گرم فشار شدید پوسته زمین قرار گرفت#گیر ماگما ت فتال ماگما طریق شکستگی نقاط ضعیف پوسته زمین صورت گدازه لاوا سطح زمین
979,ستاره بینی,5739,اختربینی
980,اخترشماری,5740,اختربینی
981,فهرست ساز,5746,فهرست ساز موسیقی جهان ساز زه اصل ساز زه باغلامئا بالالایکا بانجو بربط عود رود رود تار آذربایجان سیم تار تار باس تنبور چگور چونگیر چنگ دولسیمر دیوان دوتار رباب سلانه تار تار سنتور شورانگیز صراحی قیچک غژک غیچک کرشمه کنترباس کمانچه گیتار قانون قانون قاویز زنبورک ترکمنی قوپوز قیجاق کمانچه ترکمنی قیجاق کمانچه ترکمنی لوت لوت مراژ ویولون ویولون آلتو ویولا ویولا د آمور
982,سبک موسیقی,5748,پرونده بندانگشت تانگو سبک ژانر موسیقی مقوله نامی قراردادی توصیف صفات قطعه موسیقی متعلق رسوم مشترک دسته قرارداد کاشت#کار موسیقی طرق شمرد#شمار سبک گوناگون تقسیم ماهیت هنر موسیقی معنی طبقه بندی‌ها عمدتا قراردادی بحث برانگیز احتمال همپو شانی نام سبک
983,جاز,5749,دیگرکاربردها جعبه سبک موسیقی نام موسیقی ج ز ریشه سبک بلوز فولک مارش رگ تا ریشه فرهنگ اوایل نواورلین ساز ساکسوفون ترومپت ترومبون باس گیتار باس کلارینت فلوت پیانو گیتار کنترباس توبا درامز خواننده وایبرافون بانجو محبوبیت میلاد مشتق راک ان رول ریتم بلوز رگه کراتوراک دی ان فهرست زیرسبک‌ها زیرسبک‌ها آوانگارد جاز بیباپ بیگ بند شامبر کول
984,ادوارد گریگ,5759,منبع تاریخ ژوئیه جعبه اطلاعات هنرمند موسیقی نام ادوارد گریگ تصویر توضیح تصویر پرتره ادوارد گریک اندازه تصویر دورنما زمینه نام اصل نام مستعار تولد ژوئن میلاد سخ برگن نروژ مرگ سپتامبر میلاد سخ برگن نروژ ملیت نروژ نروژ پیانو صوت سبک فعالیت آهنگ نوازنده ناشر نقش مرتبط وب
985,امپرسیون طلوع آفتاب,5763,پرونده بندانگشت امپر سیون طلوع خورشید نقاش فرانسوی کلود مونه میلاد امپر سیون طلوع خورشید فرانسوی نام اثر نقاش سرشناس فرانسه فرانسوی کلود مونه میلاد میلاد میلاد جنبش هنر امپرسیونیسم نام سال میلاد امضا تحقیقات فاش تاریخ پایان میلاد سال امضا نقاش پای لنگرگاه لو آور ب
986,فال قهوه,5765,منبع درست فال قهوه فال قهوه روش پرطرفدار فال پیشگو استفاده ته مانده قهوه نوشید#نوش معمولا کار قهوه ترک استفاده سخ خواندن علا چای قهوه نام تاسیوگرافی شهرت لغت عرب طاسه معنا فنجان گرفت#گیر فال بینی قهوه اهالی یونان ایران ارمنستان روسیه یوگوسلاوی رواج آینده فنجان چای قهوه
987,دانشگاه آزاد اسلام واحد ارسنجان,5766,بهبود منبع گسترش جعبه اطلاعات واحد دانشگاه آزاد نام واحد ارسنجان دانشکده نام تصویر زیرنویس تصویر بنیانگذاری همنام شهر بلی رئیس معاون آموزش معاون پژوهش معاون دانشجویی کارمند هیئت علم دانشجو دانش آموختگان تحصیلات تکمیل کاردان کارشناس کارشناس ارشد دکترا فضا آموزش وب واحد منطقه
988,منطق,5767,علوم م نط ق دانش شناسایی ارائه درست اندیشه اندیشیدن تعریف استدلال گذشته منطق صرفا شاخه فلسفه شمرد#شمار میانه سده میلاد سده نوزدهم ریاضیات ریاضی ات دهه واپسین علوم رایانه علوم شناختی پرداخت#پرداز تعاریف ابزار منطق فواید تشخیص اندیشه درست اندیشه نادرست لوازم انتقال اندیشه کمک زبان آن تعریف منطق بهره برد#بر
989,هامبورگ,5772,کاربرد جعبه اطلاعات ایالت آلمان نام هامبورگ نام آلمان نگاره عکاس اندازه تصویر پرچم نشان رسم نقشه رئیس ایالت شهردار رئیس اوله فون بویست حزب رئیس اتحادیه دموکرات مسیح آلمان حزب حاکم اتحادیه دموکرات مسیح آلمان حزب حاکم اتحاد سبز آرا مساحت منبع مساحت جمعیت منبع جمعیت
990,استخوان کده,5773,استودان
991,بهمن,5776,بهمن بهمن آغاز سال شمرد#شمار ایران روز گذشته پایان روز سال عادی روز سال کبیسه ماند#مان مناسبت پایان فجر انجام راهپیما بهمن ایران روز ملی جمهوری اسلام ایران سالروز راهپیما شهر ایران انجام رویداد پیروزی انقلاب ایران انقلاب ایران پایان دودمان پهلوی نظام شاهنشاه ایران تقویم
992,زروان ایزد,5777,ز روان زوروان معنی زمان نام ایزد آئین مزدیسنا مزدیسناست نام اوستا صورت ز روان ز روان صفت اکرانه د ر غوخ ودات همراه نوشته پهلوی زروان صورت موجود برتر اورمزد سخن رفته دانشمند پیدایی عقیده دوره زرتشت رساند#رسان آنچنانکه نوشت#نویس آئین مزدایی زرتشت زروان اهمیت نداشته جنبش پدید آمدن آئین زروانی دوران اشکانی ساسان اساطیر فرهنگ ایران نوشته پهلوی ص
993,ویکی پدیا شیوه نوشتن مقالات,5779,شیوه نوشتن تاریخ میلاد میلاد هجری قمر بحث ویکی پدیا شیوه نوشتن مقالات بحث هجری خورشید هجری شمس دهه میلاد دهه سده میلاد سده سده میلاد سده تاریخ بحث هجری قمر ویکی پدیا تاریخ بحث نکته هنگامی مقاله مبدا تاریخ استفاده مبدا تاریخ ذکر نمود صورت هجری قمر هجری قمر ناقص
994,فال ورق,5781,مرجع پرونده بندانگشت فالگیر میخائیل وروبل نقاش سبک هنر نو فال ورق گونه فال فالگیر ورق بازی استفاده پیشینه فال ورق مصر باستان باور کهن ایزد مصر دبیر ثوث ارتباط اروپا کار سده میلاد رواج ورق استاندارد امروزی غرب نام ورق انگلیسی آمریکایی شناخته ورق تا خال دل خال ورق دل خش
995,استخر,5784,کاربرد استخر آب آبگیر مصنوع شنا آب تنی تفریح سرگرم ورزش آب واترپلو غواص استفاده استخر آب مصارف آموزش علم استفاده گشت#گرد کنترل مقدار باکتری باکتری آب استخر معمولا کلر افزود#افزا پرونده استخر سرپوشیده دانشگاه استریلینگ پرونده هتل استخر استفاده میهمان پرونده پرونده پرونده استخر بام ساختمان نیویورک
996,پیک ورق,5786,منبع پرونده سرباز پیک پیک اسپیک افغانستان ق ره گفت#گو خال ورق خال موجود ورق بازی ورق بازی خال پیک بازی کنتراکت بریج بالا ارزش داراست رده بازی مرتبط ورق
997,گاوار,5787,گاوار فهرست کشور جهان کشور استان ارمنستان استان استان گغارکونیک گغارکونیک شهردار گورگن مارتیروسیان سرشماری یوتی
998,دلار,5793,کاربرد دلار افغانستان دالر گفت#گو انگلیسی آوا دال ر نام واحد پول کشور جهان جمله کشور دلار آمریکا آمریکا دلار کانادا کانادا دلار استرالیا استرالیا دلار نیوزیلند نیوزیلند دلار سنگاپور سنگاپور واژه دالر احتمالا صورت مقلوب تالر یوآخیمزتالر نام منطقه بوهم معادن نقره مرغوب توماس کارلایل تاریخ فردریک کبیر
999,فهرست واحد پول کشور,5805,مسیر فهرست یکا پول رایج کشور
1000,رستم وهاب آمد#آ,5814,ذکر منبع رستم وهاب آمد#آ شاعر محقق تاجیک درجه علم دکترا ادبیات رشته نظریه ادب متن شناخت#شناس عضو انجمن نویسندگان تاجیکستان مجموعه اشعار مجموعه مقالات تحقیقات ادبیات شناخت#شناس حاضر استاد دانشگاه ملی تاجیکستان مدیر نظم نقد ادب مجله ملی ادب صدا شرق خرد رده شاعر تاجیک
1001,اوهرید,5815,اوهرید فهرست شهر مقدونیه شهر چشم انداز شهر اوهرید
1002,اسکوپیه,5816,اسکوپیه سخ پل سنگ واردار اسکوپیه نقشه شهر اسکوپیه کشور مقدونیه
1003,بیتولا,5817,کشور شهردار
1004,استروگا,5818,استروگا فهرست شهر مقدونیه شهر
1005,آچاچی,5820,کمیته تخصص نام نگار یکسان نام جغرافیایی ایران عنوان تصحیح توسط ربات بهبود منبع جعبه اطلاعات شهر ایران نام رسم آچاچی نام محل نام قدیم نام تصویر اندازه تصویر عنوان تصویر عرض جغرافیایی جغرافیایی استان آذربایجان شرق شهرستان سال شهرشدن جمعیت نفر سرشماری عموم نفوس مسکن سرشماری جمعیت تراکم جمعیت
1006,واژه نجوم زبان فارس کهن,5823,تغییرمسیر ستاره شناخت#شناس ایران باستان
1007,سرانجام کیهان,5824,کیهان شناخت#شناس متخصص ستاره شناس ستاره شناسان امروزه برآنند کیهان میلیارد سال فرایند مه بانگ انفجار زمان کیهان بسط فضا بیرونی فضا زمان گسترش زمین سرد مواد انفجار جدا نمایشنامه نمایشنامه گوناگون سرانجام کیهان متصور شد#شو صورت اصل گسترش دائم انقباض مجدد تعادل نسبی
1008,رده اتریش,5826,پرونده اتریش رده انبار رده رده جمهوری فدرال رده کشور سرزمین آلمان زبان رده قلمرو کشور ژرمن زبان رده کشور آلپ رده جمهوری رده رده نام کشور رده کشور محصور خشکی رده کشور اروپایی رده کشور عضو اتحادیه اروپا رده اتریش مجارستان
1009,سرانجام عالم,5830,سرانجام کیهان
1010,آدرس پروتکل اینترنت,5838,تغییرمسیر نشانی پروتکل اینترنت
1011,دانلد کنوت,5841,جدول اطلاعات دانشمند نام دانلد کنوث تصویر عرض تصویر زیرنویس تاریخ تولد تولد سن زادگاه میلواکی ویسکانسین تاریخ مرگ محل مرگ محل زندگی شهروند ملیت ایالات متحده آمریکا آمریکایی تبار رشته فعالیت ریاضیات سخ علوم رایانه محل کار دانشگاه استنفورد فارغ التحصیل دانشگاه کیس وسترن رزرو سخ موسسه فناوری کالیفرنیا بنیاد گذار استاد راهنما دانشجو دکتری
1012,دامنه,5843,ویکی واژه دامنه موارد اشاره اینترنت دامنه اینترنت مفاهیم دانش رایانه جغرافیا دامنه کوه کوه پایه مناطق دامنه رشته کوه دامنه شهر شهر مرکزی شهرستان فریدن استان اصفهان دامنه استهبان روستا توابع رونیز شهرستان استهبان استان فارس دامنه جیرفت روستا توابع ساردوئیه شهرستان جیرفت استان کرمان ریاضیات دامنه تابع مجموع مقادیر مجاز ورود تابع آمار
1013,هرزنامه,5844,پرونده بندانگشت
1014,ایمیل,5845,وب میل انگلیسی ایمیل انگلیسی رایانامه نامه دیجیتالی گفت#گو شبکه رایانه فرستنده گیرنده فرستاد#فرست سرویس ایمیل رایاپیک انگلیسی سامانه خدمات ارائه نشانی پست الکترونیک رایانشانی
1015,آدرس پست الکترونیک,5846,تغییرمسیر رایانشانی
1016,وبلاگ,5852,روزنامه نگار منوی وبلاگ وب نوشت#نویس وب نوشت#نویس واژه مصوب فرهنگستان زبان ادب فارس انگلیسی یادکرد وب نشانی عنوان فرهنگ واژه مصو ب فرهنگستان لاتین صفحه تاریخ بازدید خرداد تاریخ ناشر وب رسم فرهنگستان زبان فارس تارنوشت پارس ویکی تارنوشت تارنگار پارس ویکی تارنگار
1017,هرز نامه,5858,هرزنامه
1018,,5859,تغییرمسیر پروتکل اینترنت
1019,برخط برون خط,5861,واژه ب رخط پا یادکرد فرهنگستان مصوب برخط بیگانه بیگانه فارس حوزه رایانه فناوری اطلاعات دفتر فارس سرواژه برخط آنلاین انگلیسی ب رون خط پا یادکرد فرهنگستان مصوب برون خط بیگانه بیگانه فارس حوزه رایانه فناوری اطلاعات دفتر فارس سرواژه برون خط آفلاین انگلیسی معانی مشخص
1020,مورچه خورک,5862,مورچه خورک مورچه خورک پوزه دراز غرب میوسن امروزه جانور طنابداران پستاندار تک سوراخ میلاد گونه مورچه خورک پوزه کوتاه سخ خارپشت پوزه کوتاه سخ مورچه خورک پوزه دراز سخ مورچه خورک پوزه دراز سر دیوید سخ مورچه خورک پوزه دراز غرب سخ
1021,کیسه دار,5864,مقاله برگزیده جعبه اطلاعات آرایه زیستی نام کیسه دار دوره سنگواره کرتاسه میان دوران سخ تصویر عنوان تصویر والابی گردن قرمز پهنا تصویر فرمانرو جانور شاخه طنابداران رده پستاندار زیررده ددان فرورده کیسه دار وضع فرورده یوهان کارل ویلهلم ایلیگر ایلیگر عنوان طبقه پایین راسته زیست شناخت#شناس راسته طبقه پایین صاریغ دوزهدانی سانان صاریغ شبگرد صاریغ‌های شبگرد کولوکولوسانان ستبردم سانان کیسه دار چیزخوار
1022,وامبت,5865,جعبه اطلاعات آرایه زیستی نام وامبت تصویر عنوان تصویر وضعیت سامانه وضعیت مرجع وضعیت فرمانرو جانور شاخه طناب دار رده پستاندار فرورده کیسه دار راسته کیسه دار علف خوار زیرراسته وامبت شکل تیره وضع تیره گیلبرت توماس برن برن عنوان طبقه پایین سرده‌ها طبقه پایین وامبت‌ها عمر طبیعت سال اسارت سال وامبت بینی مودار
1023,والابی,5866,منبع تاریخ ژوئیه والابی والابی گردن قرمز جزیره برون تاسمانیا جانور طنابداران پستاندار کیسه دار کیسه دار علفخوار درازپاشکلان درازپایان والابی‌ها کانگورو کانگورو کوچک درازپایان استرالیا زلاند نو گینه نو زندگی
1024,موش کور کیسه,5867,جعبه اطلاعات آرایه زیستی موش کور کیسه میوسن جانور طنابداران پستاندار کیسه دار کیسه دار جنوبی گونه
1025,گرگ تاسمانی,5868,جعبه اطلاعات آرایه زیستی نام گرگ تاسمانی وضعیت سامانه وضعیت مرجع وضعیت دوره سنگواره پلیوسن پلیوسن پیشین هولوسن تصویر عنوان تصویر گرگ تاسمانی واشنگتن دی پهنا تصویر فرمانرو جانور شاخه طنابداران رده پستاندار فرورده کیسه دار راسته ستبردم سانان خانواده کیسه سگ سرده کیسه سگ نام دوجمله‌ای وضع نام دوجمله‌ای جرج هریس هریس نقشه گستره پراکندگی پهنا نقشه گستره پراکندگی
1026,گربه کیسه,5869,مسیر کوئول
1027,کوآلا,5870,کوآلا خرس کوآلا جانور طنابداران پستاندار کیسه دار علفخوار کیسه خرس مرتضی عطر واژه نامه علوم زیستی همدان کیسه خرس گئورگ آگوست گولدفوس گولدفوس میلاد
1028,جایزه نوبل,5872,جعبه جایزه نام جایزه نوبل جوایز کنون تصویر اندازه تصویر توضیح تصویر توصیف مجری آکادمی سوئد سخ آکادمی سلطنت علوم سوئد سخ انستیتو کارولینسکا سخ کمیته نوبل نروژ کشور سوئد سخ نروژ جایزه صلح مکان سال سال وب جایزه نوبل معتبر جایزه علم ی دانشمند تعلق جایزه نوبل احتیاج بازبینی رادیو زمانه
1029,وام بت,5878,وامبت
1030,پستاندار کیسه,5879,کیسه دار
1031,اکیدنه,5883,مسیر مورچه خورک
1032,پلاتیپوس,5884,مسیر نوک اردک
1033,موش کور کیسه,5885,موش کور کیسه
1034,گربه کیسه,5886,مسیر کوئول
1035,صاریغ,5887,صاریغ آمریکایی صاریغ استرالیا جعبه اطلاعات آرایه زیستی نام صاریغ دوره سنگواره کرتاسه پسین امروزه تصویر عنوان تصویر صاریغ ویرجینیا فرمانرو جانور شاخه طنابداران زیرشاخه مهره دار رده پستاندار فرورده کیسه دار راسته دوزهدانی سانان سخ وضع راسته تئودور نیکولاس گیل گیل تیره دوزهدانیان سخ وضع تیره جان ادوارد‌گری‌گری عنوان طبقه پایین سرده‌ها طبقه پایین متن مراجعه
1036,تک سوراخ,5889,تک سوراخ کرتاسه آغازین امروز اکیدنای کوتاه منقار جانور طنابداران پستاندار جنوب گوه ایان تک سوراخ شارل لوسین بناپارت ش ل بناپارت میلاد خانواده سخ اورنیثورینکیدائه سخ خارپشت دندان سخ تک سوراخ راسته راسته پستاندار کیسه جانور نام نوک اردک مورچه خورک زولی منابع
1037,بن گودمن,5902,کاربرد جعبه اطلاعات هنرمند موسیقی نام بن گودمن تصویر تصویر توضیح بن گودمن اندازه تصویر زمینه نام اصل بنجامین دیوید گودمن تولد تولد شیکاگو ایل نو مرگ مرگ سن نیویورک سیتی نیویورک ملیت ایالات متحده آمریکایی کلارینت سبک جاز فعالیت نوازنده برچسب اعضا فعلی سایت بنجامین دیوید بن گودمن انگلیسی
1038,جری مالیگن,5903,جری مالیگن کویینز نیویورک کنتیکت جاز کول
1039,استن گتز,5904,استنلی گتز انگلیسی رچ فوریه ژوئن نوازنده سکسوفون تنور واز پیشگامان سبک کول جاز برزیل استن فیلادلفیا دنیا نیویورک شهر نیویورک پدر سیزده سالگی سکسوفونی برایش بخرد آشنا شانزده سالگی گروه نوازندگان جک تی گاردن پیوست ارکسترهای جمله استن کنتون جیم دورسی بن گودمن نواخت نوازندگی ارکستر وودی هرمن گل میلاد همراه هوراس سیلور آسکار پیترسن نواختن سبک کول پرداخت
1040,بیل هالیدی,5905,جعبه اطلاعات هنرمند موسیقی نام بیل هالیدی تصویر توضیح تصویر تصویر هالیدی مجله داون بیت فوریه اندازه تصویر دورنما زمینه نام اصل النورا فیگن گاف نام مستعار تولد آوریل میلاد مرگ مرگ سن ملیت فیلادلفیا آمریکا صوت سبک موسیقی آواز جاز فعالیت خواننده ناشر نقش مرتبط وب اعضا کنون اعضا پیشین
